question,answer 
تعاطيت لاول مره زقاره حشيش بانجو بعدها بعشر دقايق اصابني تنميل وخوف وضربات قلب وبروده لمده ٣ ساعات وذهبت وبعدها باربع ايام رجعت وفحصت وطلع عندي جرثومه معده واخذت كورس علاجي لمده شهر ورحت طبيب نفسي واعطاني ميرزاجن ولي شهر استخدمه ذهب الخوف والصداع لاكن التنميل لازال للان والتعب والارهاق وصداع مالعمل,السن؟التوقف عن التدخين فوراًونحتاج إلى علاج نفسي مكثف
"السلام عليكم
بعد تعرضي لعدة صدمات
صار عندي عادة أضل شادد على اضراسي وهاد سبب عندي وجع في الرأس وما عم اقدر وقف
شو تنصحوني",نحتاج إلى علاج نفسي مكثف وتدريب على الاسترخاء والتركيز
كنت اخذ دواء البراز وليزانيسكا بشكل مفرط جرعة زائدة وتوقفت بشكل نهائي وأشعر بآلام في راس لكنه مستحمل ولكن الأفكار الوهمية والتشتت الذي أنا فيه آذاني هل هذا طبيعي والى متى ستبقى أعراض الإنسحاب,السن؟الطول؟الوزن؟نتوقف أولًا عن التدخين.لماذا نتناول الدواء بشكل مفرط؟ولماذا جرعة زائدة؟ولماذا توقفت؟ربما نحتاج إلى علاج نفسي في جلسات.
"السلام عليكم اعاني من مشكلة التحدث مع نفسي بدون صوت واتخيل قصة غير واقعية وهذة الحالة جعلتني ابتعد مبدئيا عن الناس واحس أنني شبة
ه مجنونة ما السبب وماهو الحل ؟",هذا طبيعي،ولكن مع الناس سيكون الحديث أفضل.ربما نحتاج إلى علاج نفسي في جلسات.
، منذ سنة اصبت باضطراب قلق واكتئاب ووصف لي الطبيب بعض الادوية مثل بوسبار١٠ وباروكستين٢٠ وسوليان٢٠٠ نصف قرص واندرال ١٠ وسليبايز ٣ملج استعملتهم وتحسنت بنسبة كبيرة جدا ولله الحمد، وتوقف عنهم كلهم ماعدا باروكستين خوفا من الانتكاسة. سؤالي هو أنني اشعر برغبة شديدة في النوم ماذا أخذ لتحسين اليقظة,السن؟نتوقف عن التدخين، ننام من العشاء إلى الفجرونستيقظ من الفجر إلى العشاء.نستمر في الانشطة خارج المنزل. ربما نحتاج إلى علاج نفسي مكثف في جلسات
سلام عليكم عندي ألم في الصدر ذهبت إلى طبيب القلب اكثر من مرة ولا يوجد شيء فى القلب عند الوجع يرفقني خوف,إذا كان لا يوجد أي مشاكل طبية من الأفضل المتابعة مع معالج نفسي
توتر ورهاب اجتماعي والاختلاط بناس والتجمعات والمناسبات توتر شديد وارتجاف اطراف اليدين ودقات قلبي سريعه وكان الجميع يناظر فيني وعدم السيطره على ذالك,القلق الاجتماعي امر يصيب معظم البشر حسب الحاله العمرية والتربيه والبيئة وهو ليس بالأمر الخطير إذا تم التعامل معه ببساطه ومواجهته بعدم الخوف مع التعرض لاسباب الخوف بالتدريج.
تأتيني افكار انني اريد تدمير حياتي واردت الانتحار مرتين ورجعت الى رشدي وانا مصدوم من نفسي بسبب الحالة الاخيرة التي وصلت لها لقد بدأت مشاكلي قبل سنتين وانا الان عمري 20وادرس 6.,نحتاج إلى علاج نفسي مكثف في جلسات كلامية وتدريب على الاسترخاء والتركيز
"شكرا لكم على الموقع
لدي مرض الفصام واتناول ادوية الفصام
ابليفاي ١٥ ملي جرام ودواء للاكتئاب ريميرون ٢٠ ملي جرام
ما احس بشعور او شعور بلذة في الحياه
المشاعر شبه انعدمت",يجب المتابعة مع الطبيب النفسي
معنديش ثقه في حد خالص ممكن علشان اتعرضت وانا صغيره للتحرش من ابن صديقه ماما مش عارفه بجد أو صحابي كلهم خذلوني و مواقف مع أختي كمان مبقتش أثق فيها يعني انا مفيش ثقه ل اي حد خالص و لو حد فكر يتكلم معايا بقول أكيد عاوز حاجه مني أو حد جرب يساعدني بقول لا بس انا عندي ثقه في نفسي انا بس حد تاني لا,الطول؟الوزن؟نبدأ بالثقة في المعالج نحتاج إلى علاج نفسي مكثف ومطول في جلسات كلامية، وتدريب على الاسترخاء والتركيز.
مرحبا عند التوتر اعاني من: ضغط في الصدر يرتفع الى الرقبة واحيانا الى الكتف مع الم - وعند النوم اعاني من ضغط غريب يرتفع الى راسي وبعدها احس ب رجفة في يدي وراسي وصدري مع خفقان ونوبة هلع خفيفة لانو صرلها معي ٤ سنوات تعودت عليها-فحص ايكو قلب تمام و دم(cbcd+tsh)تمام وايكو غدة تمام واخذت دواء BIPAX ما نفع,اخذت فحص فيتامين دال ؟ او ممكن فنهاية يكون بسبب النفسية لو كان كل الفحوصات سليمة
انا ف تفكير كثير للغايه وقلق دائم وعدم نوم وعصبيه علي اتفه الاشياء وكثيرا ما يحدث لي بعد ان اتعصب ضيق ف التنفسي وسرعه ف ضربات القلب وعدم تركيز وتشتت دائم وصوتي الداخلي لا يكف عن الكلام ابدااا وحزن وتقلب بالمزاج هل هذل مرض نفسي؟!,نتوقف عن التدخين أولًا ولا نتعصب ونحتاج إلى علاج نفسي مكثف وتدريب على الاسترخاء والتركيز.
السلام عليكم اعاني من ارتباك شديد وارتعاش باليدين وحركات لاارادية بالرأس اثناء مواجهة الناس ولااستطع شرب الماء او الشاي والاكل بالملعقة امامهم هل يوجد علاج لحالتي,نحتاج إلى علاج نفسي مكثف وتدريب على الاسترخاء والتركيز.
السلام عليكم اعاني منذ مدة من حالة نفسية سيئة اشعر انني مريض و ان كامل جسدي مرهق قلبي ينبض بشدة و انتفاخات في البطن قمت بجميع التحاليل و تنظير المعدة و تخطيط القلب كلها سليمة اعلمني احد الاطباء اان حالتي نفسية وصف لي دواء dogmacare لكن منذ بدأت استهلاكه اعاني الم شديد في الراس متى يزول هذا الالم,نتوقف عن التدخين أولًاونحتاج إلى جلسات علاج نفسي مكثف وتدريب على الاسترخاء والتركيز.
اكشتفت انو اختي تؤذي نفسها بادوات حادة و صراحة اوضاع البيت يعني الحمدالله كله سليم ما بعرف ليش بتعمل بنفسها كذا صراحه انا خايفة عاليها كثير بس ما بعرف ايش اعمل ايه بالضبط,إيذاء النفس فى العادة بيكون شكل من أشكال التعبير عن مشاعر الغضب او الاحباط وهو محاولة لاظهار المعانه الداخليه للعالم الخارجى هذه الحاله تحتاج الى الدعم والمراقبه حتى لا يتطور الأمر مع البحث عن الاسباب التى تؤدى لهذه الحاله ومن الافضل متابعة الحاله مع مختص
